Brand,Series,Weight,Display Size,Pixel Density,Display Touchscreen,Graphic Processor,RAM Capacity,RAM Type,SSD Capacity,OS,Processor_Brand,Price (Rs),Processor_Series,Graphics Memory
Lenovo,ideapad,1.4,14.0,162.0,0,amd radeon,16,ddr4,1024,win 11,amd,65390.0,octa core,0
Dell,latitude,1.75,14.0,162.0,0,intel integrated,16,lpddr5x,512,win 11,intel,131755.0,ultra 5,0
Lenovo,thinkpad,1.41,14.0,162.0,0,amd radeon,8,ddr4,512,win 11,amd,48399.0,ryzen 5,0
Dell,latitude,1.75,13.0,266.0,1,intel integrated,16,lpddr5x,512,win 11,intel,173236.0,ultra 5,0
HP,zbook,1.45,14.0,162.0,1,intel iris xe,16,ddr5,1024,win 11,intel,147999.0,i7,0
Dell,latitude,1.75,14.0,216.0,1,intel integrated,16,lpddr5x,512,win 11,intel,260663.0,ultra 5,0
HP,zbook,1.72,16.0,142.0,0,intel iris xe,16,ddr5,1024,win 11,intel,118399.0,i7,0
Lenovo,thinkpad,1.41,14.0,162.0,0,intel iris xe,16,ddr4,512,win 11,intel,74990.0,i5,0
HP,zbook,1.72,16.0,142.0,0,nvidia rtx a500,16,ddr5,1024,win 11,intel,161999.0,i7,4
Lenovo,thinkbook,1.7,15.6,141.0,0,amd radeon,16,ddr4,512,win 11,amd,62990.0,octa core,0
HP,probook,1.74,15.6,141.0,0,intel iris xe,8,ddr4,512,dos,intel,68529.0,i5,0
Lenovo,(82TSA0EMIH),1.43,14.0,157.0,0,intel uhd,8,ddr4,512,win 11,intel,44990.0,i3,0
Lenovo,ideapad,1.7,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,33990.0,i3,0
Asus,rog,2.5,17.0,130.0,0,nvidia geforce rtx 3050,16,ddr5,1024,win 11,amd,89999.0,octa core,4
Asus,vivobook,1.8,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr4,1024,win 11,amd,71990.0,octa core,4
Asus,tuf,2.6,17.0,130.0,0,nvidia geforce rtx 2050,8,ddr4,512,win 11,intel,53001.0,i5,4
Acer,nitro,2.1,15.6,141.0,0,nvidia geforce rtx 3050,8,ddr5,512,win 11,intel,69999.0,i5,6
Acer,aspire,1.78,15.6,141.0,0,nvidia geforce rtx 2050,16,ddr4,512,win 11,intel,56999.0,i5,4
Lenovo,yoga,1.75,13.3,170.0,1,amd radeon,16,lpddr4x,1024,win 11,amd,84542.0,octa core,0
Acer,nitro,2.1,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr5,512,win 11,intel,76999.0,i5,6
Acer,aspire,1.78,15.6,141.0,0,nvidia geforce rtx 2050,8,ddr4,512,win 11,intel,61999.0,i5,4
Acer,aspire,1.75,15.6,141.0,0,intel iris xe,8,lpddr5,512,win 11,intel,51999.0,i5,0
Lenovo,legion,2.0,16.0,236.0,0,nvidia geforce rtx 4060,16,ddr5,1024,win 11,intel,158990.0,i7,8
Asus,vivobook,1.88,16.0,142.0,0,intel iris xe,8,ddr4,512,win 11,intel,49990.0,i5,0
MSI,gf63,1.86,15.6,141.0,0,nvidia geforce gtx 1650,16,ddr5,512,win 11,intel,51490.0,i5,4
HP,zbook,2.4,16.0,142.0,0,nvidia rtx 3500 ada,32,ddr5,1024,win 11,intel,385999.0,i9,12
HP,zbook,1.4,14.0,162.0,0,amd radeon,16,ddr5,512,win 11,amd,119999.0,ryzen 5,0
Lenovo,loq,1.75,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr5,512,win 11,amd,67990.0,ryzen 5,6
HP,zbook,1.73,16.0,142.0,0,nvidia geforce rtx 4070,32,ddr5,1024,win 11,intel,393235.0,i9,8
HP,zbook,2.01,15.6,141.0,0,nvidia rtx a1000,16,ddr5,1024,win 11,amd,214999.0,octa core,6
Lenovo,thinkpad,1.75,16.0,142.0,0,amd radeon,16,ddr4,512,win 11,amd,56990.0,ryzen 5,0
Lenovo,thinkpad,1.75,14.0,162.0,0,amd radeon,16,ddr4,512,win 11,amd,67990.0,octa core,0
HP,zbook,2.4,16.0,142.0,0,nvidia rtx 4000 ada,32,ddr5,1024,win 11,intel,415655.0,i9,12
HP,zbook,1.4,14.0,157.0,0,amd radeon,32,ddr5,1024,win 11,amd,169999.0,octa core,0
Lenovo,thinkpad,1.75,14.0,189.0,0,intel uhd,16,ddr5,512,win 11,intel,119991.0,i5,0
HP,zbook,1.4,14.0,162.0,0,amd radeon,16,ddr5,1024,win 11,amd,139999.0,octa core,0
HP,zbook,2.01,15.6,141.0,0,nvidia rtx 2000 ada,32,ddr5,1024,win 11,amd,241999.0,octa core,8
HP,zbook,2.01,15.6,141.0,0,nvidia rtx a1000,32,ddr5,1024,win 11,amd,239999.0,octa core,6
Lenovo,thinkpad,1.75,14.0,162.0,0,amd radeon,16,ddr4,512,win 11,amd,79991.0,octa core,0
HP,zbook,2.01,15.6,141.0,0,nvidia rtx a1000,32,ddr5,1024,win 11,amd,197999.0,octa core,6
HP,zbook,2.01,15.6,141.0,0,nvidia rtx a1000,16,ddr5,1024,win 11,amd,187999.0,octa core,6
Lenovo,thinkpad,1.34,14.0,162.0,0,intel integrated,32,lpddr5x,512,win 11,amd,109990.0,octa core,0
HP,zbook,2.01,15.6,141.0,0,nvidia rtx 2000 ada,16,ddr5,1024,win 11,amd,227999.0,octa core,8
HP,15s,1.69,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,36999.0,i3,0
Lenovo,thinkpad,1.75,13.3,170.0,0,intel iris xe,32,lpddr5,512,win 11,intel,149991.0,i7,0
Lenovo,thinkpad,1.75,16.0,142.0,0,intel iris xe,16,ddr4,512,win 11,intel,69991.0,i5,0
Lenovo,thinkpad,1.75,13.3,170.0,0,intel iris xe,16,lpddr5,512,win 11,intel,129991.0,i5,0
Lenovo,v15,1.75,15.6,141.0,0,amd radeon 610m,8,lpddr5,512,win 11,amd,31991.0,quad core,0
Lenovo,ideapad,1.75,16.0,151.0,0,intel integrated,16,lpddr5x,512,win 11,intel,92217.0,ultra 7,0
Lenovo,thinkpad,1.75,16.0,142.0,0,intel uhd,8,ddr4,512,win 11,intel,48990.0,i3,0
Lenovo,thinkpad,1.75,14.0,162.0,1,intel iris xe,32,lpddr5,512,win 11,intel,199991.0,i7,0
Lenovo,thinkbook,1.75,16.0,142.0,0,intel iris xe,16,ddr5,512,win 11,intel,59990.0,i5,0
Lenovo,thinkpad,1.75,14.0,162.0,0,intel iris xe,32,lpddr5,512,win 11,intel,199991.0,i7,0
Lenovo,yoga,1.75,14.0,162.0,0,intel integrated,16,lpddr5x,512,win 11,intel,83601.0,ultra 5,0
Lenovo,ideapad,1.75,16.0,142.0,0,intel arc,16,lpddr5x,1024,win 11,intel,78990.0,ultra 5,0
Lenovo,legion,1.75,16.0,236.0,0,nvidia geforce rtx 4080,32,ddr5,1024,win 11,intel,374736.0,i9,12
Lenovo,loq,1.75,15.6,141.0,0,nvidia geforce rtx 4060,16,ddr5,1024,win 11,intel,123491.0,i7,8
Dell,alienware,4.23,18.0,168.0,0,nvidia geforce rtx 4070,32,ddr5,1024,win 11,intel,296490.0,i9,8
Lenovo,loq,2.45,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr5,512,win 11,intel,78490.0,i5,6
Lenovo,thinkpad,1.75,14.0,162.0,0,intel iris xe,32,ddr5,512,win 11,intel,142990.0,i7,0
Lenovo,thinkpad,1.75,14.0,162.0,0,intel iris xe,16,ddr4,512,win 11,intel,112990.0,i7,0
Lenovo,thinkbook,1.75,14.0,157.0,0,intel iris xe,16,ddr4,512,win 11,intel,90991.0,i7,0
Lenovo,thinkpad,1.34,14.0,162.0,0,nvidia rtx a500,16,lpddr5x,512,win 11,intel,129990.0,i7,4
Lenovo,loq,2.45,15.6,141.0,0,nvidia geforce rtx 2050,12,ddr5,512,win 11,intel,57991.0,i5,4
HP,elitebook,1.32,14.0,157.0,1,intel iris xe,16,ddr4,512,win 11,intel,90000.0,i5,0
Lenovo,legion,2.6,16.0,236.0,0,nvidia geforce rtx 4090,64,ddr5,2024,win 11,intel,462490.0,i9,16
HP,elite,1.34,14.0,216.0,1,intel iris xe,32,lpddr5,1024,win 11,intel,139274.0,i7,0
Lenovo,loq,2.45,15.6,141.0,0,nvidia geforce rtx 4050,16,ddr5,512,win 11,intel,75991.0,i5,6
Lenovo,loq,2.45,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr5,512,win 11,intel,90491.0,i7,6
Lenovo,loq,2.45,15.6,141.0,0,nvidia geforce rtx 4050,16,ddr5,1024,win 11,intel,105491.0,i7,6
HP,pavilion,1.38,14.0,162.0,0,intel iris xe,16,lpddr5x,512,win 11,intel,75999.0,i5,0
Acer,aspire,1.78,15.6,141.0,0,amd radeon,16,lpddr5,512,win 11,amd,36990.0,quad core,0
HP,elitebook,1.36,14.0,162.0,0,intel uhd,16,ddr5,1024,win 11,intel,118811.0,i7,0
HP,elitebook,1.36,14.0,162.0,0,intel uhd,32,ddr5,1024,win 11,intel,124092.0,i7,0
HP,elitebook,1.77,15.6,141.0,0,nvidia geforce mx450,16,ddr4,512,win 11,intel,99500.0,i7,2
Acer,chromebook,1.68,15.6,141.0,0,intel uhd,8,lpddr5x,256,chorme os,intel,59990.0,i5,0
HP,elite,1.3,13.3,170.0,1,intel iris xe,32,lpddr5,1024,win 11,intel,136633.0,i7,0
Asus,vivobook,1.6,15.6,141.0,0,intel iris xe,16,ddr4,1024,win 11,intel,67999.0,i5,0
Acer,travelmate,1.48,14.0,162.0,0,amd radeon,16,ddr5,512,win 11,amd,93990.0,octa core,0
Acer,travelmate,1.48,14.0,162.0,0,amd radeon,16,ddr5,512,win 11,amd,83990.0,ryzen 5,0
MSI,raider,3.1,17.0,178.0,0,nvidia geforce rtx 4080,32,ddr5,2024,win 11,intel,259990.0,i7,12
HP,15s,1.7,15.6,141.0,0,amd radeon,8,ddr4,512,win 11,amd,32990.0,dual core,0
Lenovo,ideapad,1.75,15.6,141.0,0,intel iris xe,16,ddr4,512,win 11,intel,80890.0,i7,0
HP,250,1.74,15.6,100.0,0,intel uhd,8,ddr4,256,dos,intel,26191.0,i3,0
Acer,extensa,1.7,15.6,141.0,0,intel uhd,8,lpddr5,512,win 11,intel,33490.0,i3,0
Acer,travelmate,1.41,14.0,157.0,0,intel iris xe,16,ddr4,512,win 11,intel,65990.0,i5,0
Acer,aspire,1.59,15.6,141.0,0,intel iris xe,8,ddr4,512,win 11,intel,39999.0,i5,0
Acer,aspire,1.5,14.0,157.0,0,intel iris xe,8,lpddr4x,512,win 11,intel,59999.0,i5,0
Acer,travelmate,1.6,14.0,157.0,0,intel uhd,8,ddr4,512,win 11,intel,55490.0,i3,0
Acer,aspire,2.1,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr4,512,win 11,intel,60990.0,i5,4
Acer,travelmate,1.58,14.0,157.0,0,intel iris xe,16,ddr4,512,win 11,intel,99000.0,i7,0
Acer,aspire,1.57,14.0,162.0,0,nvidia geforce rtx 2050,8,lpddr4,512,win 11,intel,68990.0,i7,4
Acer,aspire,1.75,15.6,141.0,0,intel uhd,8,lpddr5,256,win 11,intel,38999.0,i3,0
Acer,aspire,1.4,14.0,157.0,0,intel iris xe,8,lpddr5,512,win 11,intel,51999.0,i5,0
Acer,chromebook,1.4,14.0,157.0,0,intel iris xe,8,lpddr4x,256,chorme os,intel,62999.0,i5,0
Acer,aspire,1.78,15.6,141.0,0,nvidia geforce rtx 2050,8,ddr4,512,win 11,intel,62999.0,i5,4
Acer,chromebook,1.45,14.0,157.0,0,intel uhd,8,lpddr4x,512,chorme os,intel,28490.0,celeron,0
Acer,aspire,1.75,15.6,141.0,0,intel uhd,8,lpddr5,256,win 11,intel,41999.0,i3,0
Acer,aspire,1.54,14.0,162.0,1,intel uhd,8,lpddr5,512,win 11,intel,38999.0,i3,0
Acer,nitro,2.7,16.0,142.0,0,nvidia geforce rtx 4050,16,ddr5,512,win 11,amd,118999.0,octa core,6
Acer,nitro,2.2,15.6,141.0,0,nvidia geforce gtx 1650,8,ddr4,1024,win 11,intel,69999.0,i5,4
Acer,nitro,2.5,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr5,512,win 11,amd,69999.0,octa core,4
Acer,aspire,1.78,15.6,141.0,0,intel uhd,8,lpddr5,512,win 11,intel,37999.0,i3,0
Acer,One,1.5,14.0,112.0,0,amd radeon,8,ddr4,512,win 11,amd,28999.0,dual core,0
Acer,aspire,1.78,15.6,141.0,0,nvidia geforce rtx 2050,16,ddr4,512,win 11,intel,65999.0,i5,4
Acer,aspire,1.4,14.0,162.0,0,intel iris xe,16,lpddr5,512,win 11,intel,55999.0,i5,0
HP,pavilion,1.75,15.6,141.0,0,amd radeon,16,ddr4,512,win 11,amd,60499.0,ryzen 5,0
Asus,zenbook,1.28,14.0,243.0,1,intel arc,16,lpddr5x,1024,win 11,intel,104990.0,ultra 7,0
Acer,nitro,2.1,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr5,512,win 11,intel,83999.0,i7,6
Acer,aspire,1.75,15.6,141.0,0,intel uhd,8,lpddr5,512,win 11,intel,39999.0,i3,0
HP,250,1.74,15.6,100.0,0,intel iris xe,8,ddr4,256,dos,intel,54449.0,i5,0
Asus,zenbook,1.28,14.0,243.0,1,intel arc,32,lpddr5x,1024,win 11,intel,135990.0,ultra 7,0
Asus,vivobook,1.8,16.0,142.0,0,nvidia geforce rtx 3050,16,ddr4,512,win 11,intel,63990.0,i5,4
Asus,vivobook,1.5,14.0,162.0,1,amd radeon,16,ddr4,1024,win 11,amd,62550.0,ryzen 5,0
Lenovo,ideapad,1.65,15.6,141.0,0,intel iris xe,16,ddr4,512,win 11,intel,47990.0,i5,0
Asus,vivobook,1.8,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr4,1024,win 11,amd,69990.0,ryzen 5,4
Lenovo,ideapad,1.66,15.6,141.0,0,nvidia geforce mx 450,16,ddr4,512,win 11,intel,74889.0,i7,2
HP,omen,2.37,16.1,182.0,0,nvidia geforce rtx 4060,32,ddr5,1024,win 11,amd,144999.0,octa core,8
HP,envy,1.3,13.3,166.0,1,amd radeon,8,ddr4,512,win 11,amd,64390.0,ryzen 5,0
Asus,vivobook,1.8,15.6,141.0,0,nvidia geforce rtx 2050,16,ddr4,512,win 11,amd,57398.0,ryzen 5,4
HP,Dragonfly,0.99,13.5,171.0,1,intel iris xe,32,lpddr5,1024,win 11,intel,231079.0,i7,0
Lenovo,ideapad,1.95,16.0,189.0,0,nvidia geforce rtx 3050,16,lpddr5,1024,win 11,intel,109190.0,i7,6
HP,omen,2.37,16.1,137.0,0,nvidia geforce rtx 4050,16,ddr5,1024,win 11,amd,115999.0,octa core,6
Lenovo,ideapad,1.43,14.0,157.0,0,intel uhd,8,ddr4,512,win 11,intel,39490.0,i3,0
Lenovo,thinkbook,1.4,14.0,157.0,0,intel uhd,8,ddr4,512,win 11,intel,59990.0,i5,0
Lenovo,S14,1.5,14.0,157.0,0,intel integrated,8,ddr4,512,dos,intel,52990.0,i5,0
Lenovo,3,1.65,15.6,141.0,0,intel iris xe,8,ddr4,512,win 11,intel,40990.0,i5,0
Lenovo,(82BH00DYIN),1.4,14.0,157.0,1,intel iris xe,16,ddr4,512,win 10,intel,84990.0,i5,0
Lenovo,yoga,1.3,14.0,162.0,0,intel iris xe,16,lpddr5x,1024,win 11,intel,50000.0,i7,0
HP,250,1.74,15.6,141.0,0,intel iris xe,8,ddr4,512,dos,intel,64990.0,i5,0
Lenovo,ideapad,1.75,15.6,141.0,0,intel iris xe,8,ddr4,512,win 11,intel,52794.0,i5,0
Fujitsu,uh-x,2.3,14.0,157.0,0,intel iris xe,16,lpddr5,512,win 11,intel,89990.0,i7,0
Acer,Lite,1.59,15.6,141.0,0,intel iris xe,8,ddr4,512,win 11,intel,36994.0,i5,0
Lenovo,legion,2.5,16.0,189.0,0,nvidia geforce rtx 4060,16,ddr5,1024,win 11,intel,152990.0,i7,8
HP,15,1.75,15.6,141.0,0,intel uhd,8,ddr4,256,win 10,intel,84869.0,i3,0
Lenovo,ideapad,1.55,14.0,162.0,1,amd radeon,16,ddr4,512,win 11,amd,59990.0,ryzen 5,0
Lenovo,3,1.7,15.6,141.0,0,intel iris xe,8,ddr4,512,win 11,intel,51394.0,i5,0
HP,omen,2.78,17.3,170.0,0,nvidia geforce rtx 4090,32,ddr5,1024,win 11,intel,340999.0,i9,16
Lenovo,ideapad,1.75,15.6,141.0,0,intel iris xe,8,ddr4,512,win 11,intel,46990.0,i5,0
HP,victus,2.29,15.6,141.0,0,amd radeon rx 6500m,8,ddr4,512,win 11,amd,49900.0,ryzen 5,4
HP,omen,2.09,16.0,189.0,0,nvidia geforce rtx 4070,32,ddr5,2024,win 11,intel,292999.0,i9,8
Acer,aspire,1.76,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,46964.0,i5,0
HP,probook,1.38,14.0,112.0,0,intel iris xe,8,ddr4,512,win 11,intel,88223.0,i5,0
Asus,vivobook,1.5,14.0,162.0,1,intel integrated,16,ddr4,512,win 11,intel,78655.0,i5,0
Asus,vivobook,1.8,16.0,142.0,0,nvidia geforce rtx 4050,16,ddr4,512,win 11,intel,82955.0,i5,6
HP,pavilion,1.38,14.0,243.0,0,amd radeon 780m,16,lpddr5x,1024,win 11,amd,99999.0,octa core,0
Asus,vivobook,1.38,14.0,157.0,0,amd radeon,16,lpddr5,512,win 11,amd,42300.0,quad core,0
HP,pavilion,1.44,14.0,243.0,0,intel iris xe,16,lpddr5x,1024,win 11,intel,114999.0,i7,0
HP,pavilion,1.89,16.0,189.0,0,nvidia geforce rtx 3050,16,lpddr5x,1024,win 11,intel,124999.0,i7,6
HP,pavilion,1.89,16.0,189.0,0,nvidia geforce rtx 3050,16,ddr5,1024,win 11,intel,136999.0,i7,6
Lenovo,ideapad,2.25,15.6,141.0,0,nvidia geforce rtx 2050,8,ddr4,512,win 11,intel,56990.0,i5,4
Lenovo,E15,1.7,15.6,141.0,0,amd integrated,4,ddr4,256,win 10,amd,40500.0,quad core,0
Asus,rog,1.3,13.4,225.0,1,nvidia geforce rtx 4060,16,lpddr5,1024,win 11,amd,150000.0,octa core,8
Asus,tuf,2.2,15.6,141.0,0,nvidia geforce rtx 3050,8,ddr4,512,win 11,intel,63990.0,i5,4
Asus,vivobook,1.8,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr4,512,win 11,amd,63990.0,octa core,4
Acer,predator,2.6,16.0,142.0,0,nvidia geforce rtx 4070,16,ddr5,1024,win 11,intel,144999.0,i9,8
HP,omen,2.78,17.3,127.0,0,nvidia geforce rtx 4060,16,ddr5,512,win 11,intel,120990.0,i7,8
Acer,predator,2.6,16.0,142.0,0,nvidia geforce rtx 4050,16,ddr5,512,win 11,intel,104990.0,i7,6
Asus,vivobook,1.4,14.0,243.0,0,nvidia geforce rtx 3050,16,ddr4,1024,win 11,intel,96500.0,i9,4
Lenovo,ideapad,1.37,14.0,162.0,0,amd radeon,16,ddr5,512,win 11,amd,56389.0,ryzen 5,0
Acer,A515,1.76,15.6,141.0,0,intel iris xe,12,ddr4,512,win 11,intel,31994.0,i5,0
HP,13,1.32,13.3,170.0,0,intel iris xe,16,lpddr4x,512,win 11,intel,83990.0,i5,0
HP,omen,2.32,16.1,137.0,0,nvidia geforce rtx 4060,16,ddr5,1024,win 11,intel,109990.0,i7,8
MSI,creator,2.26,16.1,188.0,0,nvidia geforce rtx 4050,32,ddr5,1024,win 11,intel,120990.0,i7,8
Lenovo,ideapad,1.4,14.0,162.0,0,intel uhd,16,lpddr5,512,win 11,intel,68990.0,i5,0
Acer,nitro,2.6,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr4,512,win 11,intel,152999.0,i5,8
Asus,vivobook,1.4,14.0,162.0,0,nvidia geforce rtx 2050,16,ddr4,512,win 11,intel,64990.0,i5,4
Lenovo,thinkpad,1.7,15.6,141.0,0,intel iris xe,16,ddr4,512,win 11,intel,57990.0,i5,0
Asus,vivobook,1.8,16.0,140.0,0,nvidia geforce rtx 4050,16,lpddr5,512,win 11,intel,88990.0,i7,8
MSI,gf63,1.86,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr4,512,win 11,intel,59990.0,i5,4
Asus,vivobook,1.8,16.0,140.0,0,nvidia geforce rtx 4050,16,lpddr4x,512,win 11,intel,70990.0,i5,6
Asus,rog,1.72,14.0,216.0,0,nvidia geforce rtx 4060,32,ddr5,1024,win 11,amd,201400.0,octa core,8
HP,omen,2.35,16.1,182.0,0,nvidia geforce rtx 4060,16,ddr5,1024,win 11,intel,155985.0,i7,8
HP,15s,1.74,15.6,141.0,0,nvidia geforce mx110,8,ddr4,512,win 10,intel,56990.0,i5,2
Lenovo,legion,2.4,15.6,141.0,0,nvidia geforce gtx 1050 ti,16,ddr4,128,win 10,intel,104990.0,i7,4
Lenovo,legion,2.3,15.6,141.0,0,nvidia geforce gtx 1650,8,ddr4,256,win 10,intel,62990.0,i5,4
HP,pavilion,1.98,15.6,141.0,0,nvidia geforce gtx 1650,8,ddr4,512,win 10,amd,57116.0,quad core,4
Lenovo,legion,2.4,15.6,141.0,0,nvidia geforce gtx 1050,8,ddr4,128,win 10,intel,92990.0,i7,4
Asus,rog,2.4,15.6,141.0,0,nvidia geforce gtx 1650,8,ddr4,1024,win 10,intel,71990.0,i5,4
Acer,nitro,2.3,15.6,141.0,0,nvidia geforce gtx 1660 ti,8,ddr4,1024,win 10,intel,74990.0,i5,6
Dell,inspiron,1.85,15.6,141.0,0,intel iris xe,8,ddr4,256,win 10,intel,54480.0,i5,0
Asus,vivobook,1.88,16.0,142.0,0,intel uhd,8,ddr4,512,win 11,intel,42990.0,i3,0
HP,pavilion,1.98,15.6,141.0,0,nvidia geforce gtx 1050,8,ddr4,512,win 10,amd,49990.0,quad core,3
Dell,vostro,1.8,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,42898.0,i3,0
HP,pavilion,1.9,15.6,141.0,0,nvidia geforce gtx 1650,8,ddr4,512,win 10,intel,84091.0,i7,4
Acer,aspire,1.76,15.6,141.0,0,amd radeon,8,ddr4,512,win 10,amd,55990.0,ryzen 5,0
Asus,vivobook,1.5,14.0,162.0,1,amd radeon,16,ddr4,512,win 11,amd,64990.0,octa core,0
HP,pavilion,1.58,14.0,157.0,1,intel uhd,8,ddr4,256,win 10,intel,71990.0,i5,0
Asus,tuf,2.0,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr5,512,win 11,intel,82900.0,i5,4
HP,pavilion,1.98,15.6,141.0,0,nvidia geforce rtx 1650,8,ddr4,512,win 10,amd,60990.0,ryzen 5,4
Lenovo,ideapad,1.85,15.6,141.0,0,intel uhd,8,ddr4,512,win 10,intel,35990.0,i3,0
HP,pavilion,1.75,15.6,141.0,0,amd radeon,16,ddr4,512,win 11,amd,53999.0,ryzen 5,0
Avita,pura,1.34,14.0,157.0,0,amd radeon vega 3,8,ddr3,256,win 10,amd,26950.0,dual core,0
Acer,aspire,1.9,15.6,100.0,0,amd radeon vega 3,4,ddr4,256,win 10,amd,18999.0,dual core,0
HP,victus,2.37,15.6,141.0,0,amd radeon rx 6500m,16,ddr4,512,win 11,amd,57990.0,ryzen 5,4
Acer,extensa,1.78,15.6,141.0,0,amd radeon,8,lpddr5,512,win 11,amd,27990.0,quad core,0
Lenovo,thinkbook,1.26,15.0,201.0,0,intel iris xe,8,lpddr4x,512,win 10,intel,55282.0,i5,0
Asus,vivobook,1.8,15.6,141.0,0,intel integrated,8,ddr4,512,win 11,intel,33990.0,i3,0
Lenovo,ideapad,1.6,14.0,157.0,0,nvidia geforce mx250,4,ddr4,256,win 10,intel,49999.0,i5,2
Acer,extensa,1.78,15.6,141.0,0,amd radeon,8,lpddr5,256,win 11,amd,25990.0,quad core,0
Dell,inspiron,2.2,15.6,100.0,0,amd radeon vega 8,4,ddr4,256,win 10,amd,37420.0,quad core,0
HP,pavilion,1.72,14.0,157.0,1,nvidia geforce 940mx,4,ddr4,256,win 10,intel,52240.0,i3,2
Dell,inspiron,1.83,15.6,141.0,0,intel uhd,8,ddr4,256,win 10,intel,41910.0,i3,0
Lenovo,ideapad,1.6,14.0,157.0,0,amd radeon vega 8,8,ddr4,256,win 10,amd,44990.0,quad core,0
HP,pavilion,1.74,15.6,141.0,0,intel iris xe,16,ddr4,512,win 11,intel,67500.0,i5,0
Asus,tuf,2.3,15.6,141.0,0,nvidia geforce gtx 1050,8,ddr4,128,win 10,intel,64990.0,i5,4
Lenovo,V15,1.7,15.0,147.0,0,intel uhd,4,ddr4,256,win 10,intel,32790.0,i3,0
HP,pavilion,1.41,14.0,243.0,0,intel iris xe,16,ddr4,512,win 11,intel,67990.0,i5,0
HP,pavilion,1.75,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,50990.0,i3,0
Asus,vivobook,1.4,14.0,243.0,0,amd radeon,16,ddr4,512,win 11,amd,64990.0,ryzen 5,0
Lenovo,ideapad,1.5,14.0,157.0,1,amd radeon,8,ddr4,512,win 10,amd,56990.0,ryzen 5,0
HP,pavilion,2.19,15.6,100.0,0,amd radeon r2,4,ddr3,256,dos,amd,24499.0,quad core,0
Dell,g3,2.33,15.6,141.0,0,nvidia geforce gtx 1650,8,ddr4,512,win 10,intel,69990.0,i5,4
Microsoft,Surface,0.77,12.3,267.0,1,intel iris plus,8,lpddr4x,256,win 10,intel,99990.0,i5,0
Lenovo,ideapad,1.65,14.0,157.0,0,intel uhd,16,ddr4,512,win 11,intel,61900.0,i5,0
HP,pavilion,1.74,15.6,141.0,0,intel iris x,8,ddr4,512,win 11,intel,55800.0,i5,0
Dell,inspiron,1.8,15.6,141.0,0,intel integrated,8,ddr4,256,win 11,intel,53999.0,i5,0
Lenovo,ideapad,1.66,15.6,141.0,0,nvidia geforce mx450,16,ddr4,512,win 10,intel,74300.0,i5,2
HP,pavilion,1.52,14.0,112.0,1,intel iris xe,8,ddr4,256,win 11,intel,55120.0,i3,0
HP,omen,2.37,15.6,141.0,0,nvidia geforce gtx 1650 ti,8,ddr4,512,win 10,amd,85990.0,octa core,4
Dell,inspiron,1.75,15.6,100.0,0,intel uhd 605,4,ddr4,256,win 10,intel,24469.0,pentium,0
Asus,vivobook,1.6,14.2,155.0,0,intel uhd,8,ddr4,256,win 10,intel,29336.0,i3,0
Dell,vostro,1.58,14.0,157.0,0,nvidia geforce mx330,8,ddr4,512,win 10,intel,64771.0,i5,2
Dell,inspiron,2.2,15.6,100.0,0,amd radeon vega 3,4,ddr4,256,win 10,amd,35990.0,ryzen 3,0
Lenovo,loq,2.4,15.6,141.0,0,nvidia geforce rtx 2050,16,ddr5,512,win 11,intel,69990.0,i5,4
Asus,vivobook,1.75,16.0,142.0,0,amd radeon vega 7,16,ddr4,512,win 11,amd,54900.0,ryzen 5,0
HP,15q,1.86,15.6,100.0,0,intel hd 400,4,ddr3,256,win 10,intel,24820.0,celeron,0
Acer,predator,2.93,17.3,127.0,0,nvidia geforce gtx 1660 ti,16,ddr4,256,win 10,intel,84990.0,i5,6
Lenovo,ideapad,1.89,16.0,142.0,0,intel uhd,16,lpddr5,512,win 11,intel,59990.0,i5,0
Apple,macbook,1.37,13.3,227.0,0,intel iris plus graphics 645,8,lpddr3,128,mac os,intel,97040.0,i5,0
Microsoft,Surface,0.77,12.3,267.0,1,intel hd 620,8,ddr3,128,win 10,intel,94990.0,i5,0
HP,pavilion,1.74,15.6,141.0,0,intel iris xe,16,ddr4,512,win 11,intel,66990.0,i5,0
Asus,vivobook,1.4,14.0,157.0,0,intel iris xe,16,ddr4,512,win 11,intel,56990.0,i5,0
Acer,aspire,1.7,15.6,141.0,0,intel iris xe,8,ddr4,512,win 11,intel,53999.0,i5,0
