Brand,Series,Weight,Display Size,Pixel Density,Display Touchscreen,Graphic Processor,RAM Capacity,RAM Type,SSD Capacity,OS,Processor_Brand,Price (Rs),Processor_Series,Graphics Memory
Apple,macbook,1.29,13.3,227.0,0,intel iris plus,8,lpddr4x,256,mac os,intel,92890.0,i5,0
Dell,inspiron,1.52,14.0,157.0,1,nvidia geforce mx330,8,ddr4,512,win 10,intel,73223.0,i5,2
Lenovo,legion,2.3,15.6,141.0,0,nvidia geforce gtx 1650,8,ddr4,256,win 10,intel,77740.0,i7,4
Asus,vivobook,1.8,15.6,141.0,0,intel uhd,4,ddr4,256,win 10,intel,44890.0,i3,0
Asus,vivobook,1.6,14.0,157.0,0,intel uhd,8,ddr4,512,win 10,intel,48999.0,i5,0
Asus,vivobook,1.35,14.0,157.0,0,intel iris plus,8,lpddr4x,512,win 10,intel,59400.0,i5,0
Asus,rog,1.7,14.0,210.0,0,nvidia geforce rtx 2060 with max-q design,16,ddr4,1024,win 10,amd,165000.0,octa core,6
Dell,inspiron,1.52,14.0,157.0,1,nvidia geforce mx330,8,ddr4,512,win 10,intel,92754.0,i7,2
Acer,aspire,1.7,15.6,141.0,0,nvidia geforce mx350,4,ddr4,512,win 10,intel,52490.0,i5,2
Dell,inspiron,1.27,13.3,331.0,0,intel iris xe,16,lpddr4x,512,win 10,intel,115545.0,i7,0
HP,spectre,1.46,13.3,166.0,1,intel uhd,16,lpddr3,512,win 10,intel,234759.0,i7,0
HP,240,1.52,14.0,112.0,0,intel uhd,8,ddr4,512,win 10,intel,45280.0,i3,0
Asus,zenbook,2.5,15.6,282.0,0,nvidia geforce rtx 2060,32,ddr4,1024,win 10,intel,224990.0,i7,6
MSI,GE66,2.38,15.6,141.0,0,nvidia geforce rtx 2060,16,ddr4,1024,win 10,intel,164990.0,i7,6
Asus,zenbook,1.5,13.3,166.0,0,intel uhd 620,16,lpddr3,512,win 10,intel,99990.0,i7,0
Asus,tuf,2.6,17.3,127.0,0,nvidia geforce gtx 1650 ti,8,ddr4,512,win 10,intel,71990.0,i5,4
Dell,inspiron,2.2,15.6,100.0,0,intel uhd,4,ddr4,256,win 10,intel,35640.0,pentium,0
Lenovo,duet,0.92,10.1,218.0,1,arm mali-g72,4,lpddr4,128,chorme os,mediatek,26999.0,octa core,0
Asus,expertbook,1.68,14.0,112.0,0,intel uhd,8,ddr4,512,dos,intel,56990.0,i5,0
Dell,alienware,2.4,15.6,141.0,0,nvidia geforce gtx 1070,32,ddr4,512,win 10,intel,320990.0,i9,8
MSI,GE75,2.66,17.3,127.0,0,nvidia geforce rtx 2080 super,32,ddr4,1024,win 10,intel,179990.0,i7,8
HP,15,1.77,15.6,141.0,0,nvidia geforce mx110,4,ddr4,256,win 10,intel,24576.0,i3,2
HP,elitebook,1.75,15.6,141.0,0,nvidia geforce mx250,16,ddr4,1024,win 10,intel,130990.0,i7,2
Asus,expertbook,1.68,14.0,112.0,0,intel uhd,8,ddr4,512,win 10,intel,70990.0,i5,0
Asus,expertbook,1.6,14.0,157.0,0,nvidia geforce mx110,8,ddr4,512,dos,intel,69290.0,i5,2
Dell,xps,1.83,15.6,282.0,0,nvidia geforce gtx 1650 ti,32,ddr4,1024,win 10,intel,208346.0,i7,4
Lenovo,legion,2.2,15.6,141.0,0,nvidia geforce rtx 2060 with max-q,16,ddr4,1024,win 10,intel,151990.0,i7,8
Dell,xps,1.27,13.4,338.0,0,intel uhd,16,ddr4,1024,win 10,intel,190976.0,i7,0
Dell,alienware,2.16,15.6,282.0,0,nvidia geforce rtx 2070,16,ddr4,1024,win 10,intel,217290.0,i7,8
Dell,vostro,2.17,15.0,104.0,0,intel uhd,4,ddr4,256,win 10,intel,50778.0,i3,0
Acer,swift,1.2,14.0,157.0,0,amd radeon,8,lpddr4,512,win 10,amd,59991.0,ryzen 5,0
HP,14s,1.47,14.0,112.0,0,intel uhd,4,ddr4,256,win 10,intel,42500.0,i3,0
HP,elitebook,1.48,14.0,157.0,0,intel uhd 620,8,ddr4,512,win 10,intel,90990.0,i5,0
Asus,zenbook,1.3,13.3,166.0,1,intel uhd 620,8,ddr4,512,win 10,intel,75831.0,i5,0
HP,probook,1.6,14.0,112.0,0,intel uhd 620,8,ddr4,512,win 10,intel,85000.0,i5,0
Asus,rog,2.1,15.6,141.0,0,nvidia geforce rtx 2070,24,ddr4,1024,win 10,intel,169990.0,i7,8
HP,envy,1.2,13.3,166.0,1,nvidia geforce mx250,16,ddr4,512,win 10,intel,99990.0,i7,2
Lenovo,V14,1.6,14.0,112.0,0,intel uhd 620,4,ddr4,256,win 10,intel,39000.0,i3,0
Lenovo,ideapad,1.65,14.0,157.0,1,nvidia geforce mx230,16,ddr4,1024,win 10,intel,126990.0,i7,2
Avita,liber,1.46,14.0,157.0,0,intel uhd 620,8,ddr4,256,win 10,intel,66999.0,i7,0
Lenovo,ideapad,1.65,14.0,157.0,1,nvidia geforce mx230,8,ddr4,1024,win 10,intel,111890.0,i5,2
Dell,inspiron,1.9,15.6,141.0,0,nvidia geforce mx130,8,ddr4,128,win 10,intel,87990.0,i7,4
Dell,inspiron,1.45,13.3,166.0,1,intel uhd 620,8,ddr4,256,win 10,intel,61790.0,i5,0
Lenovo,yoga,1.4,13.9,317.0,1,intel uhd 620,16,ddr4,512,win 10,intel,154791.0,i7,0
MSI,GF75,2.2,17.3,127.0,0,nvidia geforce gtx 1050,8,ddr4,512,win 10,intel,98990.0,i7,4
Asus,zenbook,1.19,13.3,166.0,0,intel uhd 620,8,ddr3,512,win 10,intel,74990.0,i7,0
Acer,predator,3.4,15.6,282.0,0,nvidia geforce gtx 980m,16,ddr4,128,win 10,intel,116640.0,i7,4
Dell,inspiron,2.2,15.6,141.0,0,nvidia geforce mx150,8,ddr4,128,win 10,intel,89990.0,i7,2
Asus,rog,2.6,15.6,141.0,0,nvidia geforce gtx 1060,16,ddr4,256,win 10,intel,154990.0,i7,6
Microsoft,Surface,1.28,13.5,201.0,1,intel iris plus 640,8,ddr3,256,win 10,intel,126500.0,i7,0
HP,omen,3.78,17.3,127.0,0,nvidia geforce gtx 1060,16,ddr4,256,win 10,intel,191078.0,i7,6
Asus,vivobook,1.4,14.0,162.0,0,intel uhd,16,ddr5,512,win 11,intel,67990.0,i5,0
Asus,zenbook,1.89,15.6,282.0,1,nvidia geforce gtx 1050ti,16,ddr4,1024,win 10,intel,209690.0,i9,4
Microsoft,Surface,1.91,15.6,250.0,1,nvidia geforce gtx 1060,16,ddr3,256,win 10,intel,222499.0,i7,6
Asus,vivobook,1.5,14.0,162.0,1,intel uhd,16,ddr4,512,win 11,intel,69990.0,i5,0
MSI,GT75VR,4.56,17.3,127.0,0,nvidia geforce gtx 1080,32,ddr4,512,win 10,intel,308229.0,i7,8
Asus,expertbook,1.42,14.0,157.0,0,intel uhd,32,ddr5,512,win 11,intel,62990.0,i5,0
Asus,vivobook,1.4,14.0,162.0,0,intel uhd,16,ddr5,512,win 11,intel,79990.0,i7,0
Dell,inspiron,1.61,14.0,162.0,0,amd radeon,16,ddr5,512,win 11,amd,85273.0,octa core,0
Asus,expertbook,1.27,14.0,216.0,0,intel arc,16,lpddr5x,1024,win 11,intel,94990.0,ultra 5,0
MSI,modern,1.75,15.6,141.0,0,amd radeon,16,ddr4,512,win 11,amd,55254.0,ryzen 5,0
Acer,nitro,2.4,15.6,141.0,0,nvidia geforce gtx 1650,8,ddr4,512,win 10,amd,69990.0,ryzen 5,4
Lenovo,thinkpad,1.6,14.0,157.0,0,intel iris xe,16,ddr4,512,win 11,intel,67099.0,i5,0
MSI,stealth,1.7,14.0,216.0,0,nvidia geforce rtx 4060,16,ddr5,1024,win 11,intel,145900.0,i7,8
MSI,modern,1.9,15.6,141.0,0,intel uhd,16,ddr4,512,win 11,intel,64990.0,i7,0
HP,15s,1.69,15.6,141.0,0,intel iris xe,16,ddr4,512,win 11,intel,49500.0,i5,0
HP,spectre,1.95,16.0,189.0,1,intel arc,16,lpddr5x,1024,win 11,intel,135999.0,ultra 7,0
Dell,g16,2.99,16.0,189.0,0,nvidia geforce rtx 4060,16,ddr5,1024,win 11,intel,158145.0,i7,8
MSI,katana,2.25,15.6,141.0,0,nvidia geforce rtx 4060,16,ddr5,512,win 11,amd,119990.0,octa core,8
Samsung,galaxy,1.46,15.6,141.0,1,intel iris xe,16,lpddr5,1024,win 11,intel,133990.0,i7,0
MSI,katana,2.7,17.3,127.0,0,nvidia geforce rtx 4070,16,ddr5,1024,win 11,amd,136668.0,octa core,8
HP,omen,2.37,16.1,137.0,0,nvidia geforce rtx 4060,32,ddr5,1024,win 11,amd,119990.0,octa core,8
MSI,katana,2.25,15.6,141.0,0,nvidia geforce rtx 4070,16,ddr5,1024,win 11,amd,120538.0,octa core,8
MSI,modern,1.9,15.6,141.0,0,intel arc,16,ddr5,512,win 11,intel,61990.0,ultra 7,0
MSI,modern,1.9,15.6,141.0,0,intel arc,16,ddr5,512,win 11,intel,52690.0,ultra 5,0
MSI,modern,1.9,15.6,141.0,0,intel arc,16,ddr5,512,win 11,intel,63000.0,ultra 7,0
MSI,raider,2.75,16.0,189.0,0,nvidia geforce rtx 4080,32,ddr5,1024,win 11,intel,249990.0,i9,12
MSI,modern,1.9,15.6,141.0,0,intel arc,16,ddr5,512,win 11,intel,72211.0,ultra 5,0
Dell,vostro,1.48,14.0,157.0,0,intel iris xe,16,ddr4,512,win 11,intel,57990.0,i5,0
MSI,modern,1.4,14.0,157.0,0,intel iris xe,8,ddr4,512,win 11,intel,37990.0,i5,0
HP,omnibook,1.34,14.0,189.0,1,qualcomm adreno,16,lpddr5x,1024,win 11,qualcomm,125490.0,snapdragon,0
MSI,modern,1.7,15.6,141.0,0,intel iris xe,16,ddr4,512,win 11,intel,47990.0,i7,0
MSI,thin,1.86,15.6,141.0,0,nvidia geforce rtx 2050,8,ddr4,512,win 11,intel,52990.0,i5,4
MSI,modern,1.7,15.6,141.0,0,intel iris xe,16,ddr4,1024,win 11,intel,48674.0,i7,0
MSI,summit,2.1,16.0,189.0,1,intel arc,32,lpddr5,1024,win 11,intel,139990.0,ultra 7,0
HP,chromebook,1.49,14.0,112.0,1,intel uhd,4,lpddr4,256,chorme os,intel,23990.0,celeron,0
MSI,modern,1.4,14.0,157.0,0,intel iris xe,16,ddr4,512,win 11,intel,39990.0,i5,0
MSI,cyborg,1.98,15.6,141.0,0,nvidia geforce rtx 4060,16,ddr5,512,win 11,intel,94990.0,i7,8
Acer,aspire,1.59,15.6,141.0,0,amd radeon,8,ddr4,512,win 11,amd,29990.0,quad core,0
MSI,thin,1.86,15.6,141.0,0,nvidia geforce rtx 2050,8,ddr4,1024,win 11,intel,62990.0,i7,4
MSI,modern,1.4,14.0,157.0,0,intel uhd,8,ddr4,512,win 11,intel,28990.0,i3,0
Dell,inspiron,1.63,15.6,141.0,0,amd radeon,8,lpddr5,512,win 11,amd,37490.0,quad core,0
MSI,modern,1.4,14.0,157.0,0,intel iris xe,16,ddr4,512,win 11,intel,46999.0,i7,0
Samsung,galaxy,1.55,15.6,141.0,0,intel iris xe,16,lpddr4x,512,win 11,intel,83990.0,i7,0
HP,15,1.65,15.6,141.0,0,intel integrated,8,ddr5,512,win 11,intel,73900.0,ultra 5,0
Dell,inspiron,1.63,15.6,141.0,0,amd radeon,8,lpddr5,512,win 11,amd,36999.0,quad core,0
Dell,inspiron,1.62,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,37490.0,i3,0
Dell,inspiron,1.65,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,49990.0,i5,0
Samsung,galaxy,1.55,15.6,141.0,0,intel iris xe,8,lpddr4x,512,win 11,intel,67990.0,i5,0
Dell,g15,2.81,15.6,141.0,0,nvidia geforce rtx 4050,16,ddr5,1024,win 11,intel,111990.0,i7,6
Lenovo,thinkpad,1.41,14.0,162.0,0,intel uhd,8,ddr4,512,win 11,intel,49990.0,i3,0
HP,pavilion,1.77,16.0,142.0,0,intel,16,lpddr5x,512,win 11,intel,83490.0,ultra 7,0
Dell,inspiron,1.87,16.0,142.0,0,intel iris xe,16,ddr5,512,win 11,intel,63990.0,i5,0
Lenovo,thinkpad,1.41,14.0,162.0,0,intel uhd,8,ddr4,512,win 11,intel,71790.0,i5,0
Asus,vivobook,1.63,15.6,141.0,0,amd radeon,8,lpddr5,512,win 11,amd,36699.0,quad core,0
Lenovo,thinkpad,1.77,16.0,142.0,0,intel iris xe,16,ddr4,512,win 11,intel,72490.0,i5,0
MSI,titan,3.6,18.0,252.0,0,nvidia geforce rtx 4080,64,ddr5,2024,win 11,intel,399990.0,i9,16
Lenovo,loq,2.4,15.6,141.0,0,nvidia geforce rtx 4060,24,ddr5,512,win 11,intel,94990.0,i7,8
Lenovo,thinkpad,1.77,16.0,142.0,0,intel uhd,8,ddr4,512,win 11,intel,49990.0,i3,0
MSI,stealth,2.89,18.0,252.0,0,nvidia geforce rtx 4090,32,ddr5,2024,win 11,intel,297000.0,ultra 9,16
MSI,stealth,2.89,18.0,252.0,0,nvidia geforce rtx 4080,32,ddr5,2024,win 11,intel,258700.0,ultra 9,12
HP,15,1.59,15.6,141.0,0,intel iris xe,8,ddr4,512,win 11,intel,53490.0,i5,0
Acer,aspire,1.59,15.6,141.0,0,amd radeon,16,ddr4,512,win 11,amd,39999.0,ryzen 5,0
Lenovo,loq,2.4,15.6,141.0,0,nvidia geforce rtx 4050,16,ddr5,512,win 11,intel,69990.0,i5,6
MSI,raider,3.6,18.0,252.0,0,nvidia geforce rtx 4080,32,ddr5,2024,win 11,intel,312300.0,i9,12
Acer,aspire,1.59,15.6,141.0,0,intel integrated,16,ddr4,512,win 11,intel,43990.0,i5,0
Samsung,galaxy,1.55,15.6,141.0,0,intel,16,lpddr4x,512,win 11,intel,68999.0,core 5,0
Lenovo,loq,2.38,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr5,512,win 11,intel,66490.0,i5,6
Lenovo,ideapad,1.65,15.6,141.0,0,intel uhd,8,ddr4,256,win 11,intel,33990.0,i3,0
Acer,aspire,1.59,15.6,141.0,0,amd radeon,16,ddr4,512,win 11,amd,42990.0,octa core,0
Samsung,galaxy,1.55,15.6,141.0,0,intel iris xe,16,lpddr4x,512,win 11,intel,73990.0,i5,0
Samsung,galaxy,1.56,16.0,212.0,1,intel arc,16,lpddr5x,512,win 11,intel,149990.0,ultra 7,0
Acer,aspire,1.45,14.0,157.0,0,intel integrated,8,ddr4,512,win 11,intel,37990.0,i5,0
Acer,aspire,1.45,14.0,157.0,0,intel integrated,16,ddr4,512,win 11,intel,38990.0,i5,0
Acer,aspire,1.45,14.0,157.0,0,intel integrated,16,ddr4,1024,win 11,intel,49990.0,i7,0
Samsung,galaxy,1.55,15.6,141.0,0,intel,16,lpddr4x,512,win 11,intel,78000.0,i7,0
Acer,aspire,1.45,14.0,157.0,0,intel integrated,16,ddr4,512,win 11,intel,46990.0,i7,0
Lenovo,loq,2.38,15.6,141.0,0,nvidia geforce rtx 4050,16,ddr5,512,win 11,intel,86990.0,i5,6
Asus,rog,1.85,16.0,189.0,0,nvidia geforce rtx 4060,16,lpddr5x,1024,win 11,intel,172000.0,ultra 7,8
Dell,xps,2.2,16.3,278.0,1,nvidia geforce rtx 4060,32,lpddr5x,1024,win 11,intel,315020.0,ultra 7,8
Asus,rog,2.5,16.0,142.0,0,nvidia geforce rtx 4070,16,ddr5,1024,win 11,intel,149990.0,i7,8
Dell,xps,1.8,14.5,260.0,1,nvidia geforce rtx 4050,32,lpddr5x,1024,win 11,intel,304305.0,ultra 7,6
Acer,aspire,1.59,15.6,141.0,0,intel integrated,16,ddr4,512,win 11,intel,49990.0,i7,0
Lenovo,loq,1.75,15.6,141.0,0,nvidia geforce rtx 3050,12,ddr5,512,win 11,amd,62490.0,quad core,6
Acer,aspire,1.59,15.6,141.0,0,intel integrated,16,ddr4,1024,win 11,intel,51990.0,i7,0
Dell,alienware,2.61,16.0,189.0,0,nvidia geforce rtx 4070,32,ddr5,1024,win 11,intel,215590.0,ultra 9,8
Lenovo,loq,1.75,15.6,141.0,0,nvidia geforce rtx 3050,24,ddr5,512,win 11,intel,79490.0,i5,6
Dell,inspiron,1.61,14.0,162.0,0,amd radeon,16,ddr5,1024,win 11,amd,68999.0,ryzen 5,0
HP,250,1.74,15.6,141.0,0,intel integrated,8,ddr4,512,dos,intel,57899.0,i5,0
Acer,aspire,1.59,15.6,141.0,0,amd radeon,16,ddr4,512,win 11,amd,39990.0,octa core,0
HP,omen,2.35,16.1,137.0,0,nvidia geforce rtx 4060,16,ddr5,1024,win 11,intel,145990.0,i9,8
HP,victus,2.29,15.6,141.0,0,nvidia geforce rtx 4050,16,ddr4,1024,win 11,intel,82490.0,i5,6
Dell,vostro,1.66,15.6,141.0,0,intel uhd,16,ddr4,512,win 11,intel,52890.0,i5,0
HP,victus,2.37,15.6,141.0,0,amd radeon rx 6500m,8,ddr4,512,win 11,amd,51999.0,ryzen 5,4
Acer,nitro,2.1,15.6,141.0,0,nvidia geforce rtx 4050,16,ddr5,1024,win 11,intel,94990.0,i7,6
HP,victus,2.37,15.6,141.0,0,nvidia geforce rtx 4050,16,ddr4,512,win 11,intel,78990.0,i5,6
Lenovo,ideapad,1.62,15.6,141.0,0,amd radeon 610m,16,lpddr5,512,win 11,amd,45990.0,quad core,0
Asus,expertbook,1.49,14.0,157.0,0,intel uhd,8,ddr4,512,win 11,intel,32990.0,i3,0
Asus,vivobook,1.8,16.0,142.0,0,nvidia geforce rtx 2050,16,ddr4,512,win 11,intel,60990.0,i5,4
Lenovo,thinkpad,1.7,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,46550.0,i3,0
Dell,alienware,3.25,16.0,191.0,0,nvidia geforce rtx 4050,16,ddr5,512,win 11,intel,129990.0,i7,6
Lenovo,ideapad,1.8,15.6,100.0,0,amd radeon 610m,8,lpddr5,512,win 11,amd,28990.0,quad core,0
Asus,vivobook,1.88,16.0,142.0,0,intel iris xe,16,ddr4,512,win 11,intel,53699.0,i5,0
Asus,expertbook,1.69,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,32990.0,i3,0
Lenovo,loq,2.4,15.6,141.0,0,intel arc a530m,8,ddr5,512,win 11,intel,53190.0,i5,4
Acer,aspire,1.59,15.6,141.0,0,amd radeon,16,ddr4,1024,win 11,amd,43990.0,octa core,0
HP,pavilion,1.75,15.6,141.0,0,intel iris xe,16,ddr4,512,win 11,intel,78990.0,i7,0
Lenovo,v14,1.6,14.0,112.0,0,intel uhd,8,ddr4,512,dos,intel,40960.0,i5,0
Lenovo,thinkbook,1.7,15.6,141.0,0,amd radeon,8,ddr4,512,win 11,amd,35000.0,quad core,0
Asus,tuf,2.2,15.6,141.0,0,nvidia geforce rtx 4060,16,ddr5,512,win 11,intel,101990.0,i7,8
Microsoft,Surface,1.34,13.8,201.0,1,qualcomm adreno,16,lpddr5x,256,win 11,qualcomm,107800.0,snapdragon,0
Lenovo,v14,1.6,14.0,157.0,0,intel integrated,8,ddr4,512,win 10,intel,39990.0,i5,0
Lenovo,ideapad,1.3,14.0,112.0,0,intel uhd 600,8,ddr4,256,win 11,intel,25490.0,celeron,0
Lenovo,thinkbook,1.7,15.6,141.0,0,amd radeon,8,ddr4,512,win 11,amd,62999.0,ryzen 5,0
MSI,summit,1.39,13.3,170.0,1,intel arc,16,lpddr5,1024,win 11,intel,125540.0,ultra 5,0
MSI,summit,1.39,13.3,170.0,1,intel arc,32,lpddr5,1024,win 11,intel,142990.0,ultra 7,0
Asus,vivobook,1.5,16.0,236.0,0,intel arc,16,lpddr5x,1024,win 11,intel,106890.0,ultra 5,0
MSI,prestige,1.7,14.0,162.0,0,nvidia geforce rtx 3050,32,ddr5,1024,win 11,intel,129990.0,ultra 7,6
MSI,modern,1.7,15.6,141.0,0,intel iris xe,8,ddr4,512,win 11,intel,35985.0,i3,0
Asus,vivobook,1.5,15.6,212.0,0,intel arc,16,lpddr5x,1024,win 11,intel,106990.0,ultra 5,0
MSI,prestige,1.7,14.0,162.0,0,intel arc,16,ddr5,1024,win 11,intel,89990.0,ultra 7,0
Asus,vivobook,1.5,16.0,236.0,0,intel arc,16,lpddr5x,1024,win 11,intel,116989.0,ultra 7,0
Asus,vivobook,1.5,15.6,212.0,0,intel arc,16,lpddr5x,1024,win 11,intel,91990.0,ultra 5,0
Lenovo,thinkbook,1.7,15.6,141.0,0,amd radeon,8,ddr4,512,win 11,amd,63900.0,quad core,0
Asus,vivobook,1.5,16.0,236.0,0,intel arc,16,lpddr5x,1024,win 11,intel,96990.0,ultra 5,0
Lenovo,v15,1.7,15.6,141.0,0,intel integrated,16,ddr4,512,win 11,intel,42890.0,i5,0
MSI,prestige,1.7,14.0,162.0,0,intel arc,16,ddr5,1024,win 11,intel,50990.0,ultra 5,0
Lenovo,thinkpad,1.7,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,46400.0,i3,0
Lenovo,thinkpad,1.41,14.0,162.0,0,intel iris xe,16,ddr4,512,win 11,intel,70890.0,i5,0
HP,omen,2.37,16.1,137.0,0,amd radeon,16,ddr5,1024,win 11,amd,108990.0,octa core,0
HP,victus,2.29,15.6,141.0,0,nvidia geforce rtx 4050,16,ddr4,1024,win 11,intel,90999.0,i7,6
Lenovo,legion,2.24,16.0,236.0,0,nvidia geforce rtx 4070,32,ddr5,1024,win 11,intel,180190.0,i7,8
HP,victus,2.29,15.6,141.0,0,nvidia geforce rtx 2050,16,ddr4,1024,win 11,intel,63500.0,i5,4
HP,victus,2.29,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr4,512,win 11,intel,87900.0,i7,6
MSI,vector,3.0,17.0,178.0,0,nvidia geforce rtx 4070,32,ddr5,2024,win 11,intel,219990.0,i9,8
Lenovo,ideapad,1.55,14.0,162.0,1,amd radeon,16,lpddr4x,512,win 11,amd,58490.0,ryzen 5,0
Dell,inspiron,1.62,15.6,141.0,0,amd radeon,16,ddr4,512,win 11,amd,49990.0,octa core,0
MSI,raider,2.75,16.0,283.0,0,nvidia geforce rtx 4090,32,ddr5,1024,win 11,intel,285500.0,i9,16
Lenovo,thinkpad,1.41,14.0,162.0,0,amd radeon,8,ddr4,512,win 11,amd,42990.0,quad core,0
HP,victus,2.29,15.6,141.0,0,nvidia geforce rtx 2050,8,ddr4,512,win 11,intel,58990.0,i5,4
Acer,alg,1.99,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr4,512,win 11,intel,61990.0,i5,6
MSI,thin,1.75,15.6,141.0,0,nvidia geforce rtx 4050,16,ddr4,512,win 11,intel,74907.0,i5,6
HP,15,1.65,15.6,141.0,0,intel,8,ddr4,512,win 11,intel,39060.0,i3,0
MSI,thin,1.86,15.6,141.0,0,nvidia geforce rtx 2050,8,ddr4,512,win 11,intel,48900.0,i5,4
Lenovo,thinkpad,1.6,14.0,157.0,0,intel integrated,8,ddr4,512,dos,intel,53800.0,i5,0
Lenovo,legion,1.75,16.0,189.0,0,nvidia geforce rtx 4070,32,ddr5,1024,win 11,amd,200898.0,ryzen 9,8
HP,omen,2.39,16.1,137.0,0,nvidia geforce rtx 4060,16,ddr5,1024,win 11,intel,113290.0,i7,8
Lenovo,ideapad,1.63,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,33990.0,i3,0
MSI,katana,2.6,17.3,170.0,0,nvidia geforce rtx 4070,16,ddr5,1024,win 11,intel,137990.0,i9,8
Lenovo,loq,2.38,15.6,141.0,0,nvidia geforce rtx 4050,16,ddr5,1024,win 11,intel,99990.0,i7,6
HP,15,1.65,15.6,141.0,0,intel iris xe,16,ddr5,512,win 11,intel,67990.0,ultra 5,0
Lenovo,yoga,1.49,14.0,243.0,1,intel arc,16,lpddr5x,1024,win 11,intel,105770.0,ultra 5,0
Lenovo,thinkpad,1.41,14.0,162.0,0,intel uhd,8,ddr4,512,dos,intel,48600.0,i3,0
MSI,cyborg,1.98,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr5,512,win 11,intel,63583.0,i5,6
MSI,thin,1.86,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr4,512,win 11,intel,63583.0,i5,4
MSI,thin,1.86,15.6,141.0,0,nvidia geforce rtx 2050,16,ddr4,512,win 11,intel,56990.0,i5,4
MSI,thin,1.86,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr4,512,win 11,intel,52990.0,i5,4
MSI,thin,1.86,15.6,141.0,0,nvidia geforce rtx 2050,16,ddr4,512,win 11,intel,64990.0,i7,4
HP,15,1.65,15.6,141.0,0,intel,8,ddr4,512,win 11,intel,47990.0,core 5,0
MSI,thin,1.86,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr4,512,win 11,intel,71490.0,i7,4
MSI,thin,1.86,15.6,141.0,0,nvidia geforce rtx 4050,16,ddr4,1024,win 11,intel,89790.0,i7,6
MSI,thin,1.86,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr4,512,win 11,intel,66990.0,i7,4
MSI,thin,1.86,15.6,141.0,0,nvidia geforce rtx 4050,16,ddr4,1024,win 11,intel,74990.0,i5,6
HP,15,1.65,15.6,141.0,0,intel,16,ddr4,512,win 11,intel,62990.0,i7,0
MSI,thin,1.86,15.6,141.0,0,nvidia geforce rtx 2050,16,ddr4,512,win 11,intel,59990.0,i7,4
Dell,inspiron,1.24,13.3,227.0,0,intel arc,16,lpddr5x,512,win 11,intel,86789.0,ultra 5,0
Lenovo,loq,1.75,15.6,141.0,0,nvidia geforce rtx 4050,16,ddr5,512,win 11,amd,89990.0,octa core,6
Lenovo,loq,1.75,15.6,141.0,0,nvidia geforce rtx 4060,16,ddr5,1024,win 11,amd,104990.0,octa core,8
Dell,inspiron,1.24,13.3,227.0,0,intel arc,16,lpddr5x,1024,win 11,intel,99690.0,ultra 7,0
HP,15,1.65,15.6,141.0,0,intel,16,ddr4,512,win 11,intel,64990.0,core 5,0
Acer,aspire,2.1,15.6,141.0,0,nvidia geforce rtx 2050,16,ddr4,512,win 11,intel,70427.0,i5,4
Asus,rog,2.5,16.0,142.0,0,nvidia geforce rtx 4060,16,ddr5,1024,win 11,intel,133990.0,i7,8
Asus,rog,1.85,16.0,189.0,0,nvidia geforce rtx 4070,32,lpddr5x,1024,win 11,intel,209990.0,ultra 9,8
Asus,tuf,2.2,15.6,141.0,0,nvidia geforce rtx 4060,16,ddr5,512,win 11,amd,112980.0,octa core,8
Asus,rog,2.5,16.0,189.0,0,nvidia geforce rtx 4070,16,ddr5,1024,win 11,intel,199000.0,i9,8
HP,omen,2.35,16.1,137.0,0,nvidia geforce rtx 4060,16,ddr5,1024,win 11,intel,104000.0,i7,8
Asus,tuf,2.2,15.6,141.0,0,nvidia geforce rtx 4070,16,ddr5,1024,win 11,amd,137990.0,octa core,8
Lenovo,yoga,1.75,14.0,162.0,1,intel arc,16,lpddr5x,1024,win 11,intel,122990.0,ultra 7,0
Acer,aspire,1.59,15.6,141.0,0,amd radeon,8,ddr4,512,win 11,amd,28990.0,quad core,0
Asus,vivobook,1.88,16.0,142.0,0,intel iris xe,16,ddr4,512,win 11,intel,64970.0,i5,0
HP,omen,2.37,16.1,137.0,0,nvidia geforce rtx 4070,16,ddr5,1024,win 11,amd,139990.0,octa core,8
Lenovo,ideapad,1.91,16.0,151.0,0,nvidia geforce rtx 4050,16,lpddr5x,1024,win 11,amd,131990.0,octa core,6
Acer,aspire,1.59,15.6,141.0,0,intel iris xe,16,ddr4,512,win 11,intel,46990.0,i5,0
MSI,thin,1.86,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr4,1024,win 11,intel,69990.0,i7,4
MSI,thin,1.86,15.6,141.0,0,nvidia geforce rtx 4050,16,ddr4,512,win 11,intel,79990.0,i7,6
